nom_contextuel_unite|localite_unite|num_tph_fixe_unite|num_fax_unite|adresse_code_postal|adresse_geographique_unite|lambert93_x|lambert93_y
Brigade de proximité d'Albens|ALBENS|+33 4 79 63 04 83|+33 4 79 63 09 31|73410|21 Rue du Fontanil 73410 ALBENS|928726|6525327
Brigade de proximité d'Aix-les-Bains|AIX LES BAINS|+33 4 79 61 15 00||73100|25 Avenue de Marlioz 73100 AIX LES BAINS|926642|6513528
Brigade de proximité de Saint-Symphorien-de-Lay|ST SYMPHORIEN DE LAY|+33 4 77 64 70 14|+33 4 77 66 41 33|42470|Lotissement Villonez 42470 ST SYMPHORIEN DE LAY|793248|6539511
Brigade de proximité de Saint-Just-en-Chevalet|ST JUST EN CHEVALET|+33 4 77 65 00 37|+33 4 77 65 16 89|42430|10 Route de Montloup 42430 ST JUST EN CHEVALET|765429|6535703
Brigade de proximité de Renaison|RENAISON|+33 4 77 64 40 52|+33 4 77 66 40 57|42370|295 Rue de l'Annexe 42370 RENAISON|772151|6550912
Brigade de proximité de Saint-Germain-Laval|ST GERMAIN LAVAL|+33 4 77 65 45 11||42260|Avenue de Pralong 42260 ST GERMAIN LAVAL|779317|6526401
Brigade de proximité de la Pacaudière|LA PACAUDIERE|+33 4 77 64 30 06|+33 4 77 64 13 83|42310|Route de Vivans 42310 LA PACAUDIERE|767261|6564383
Brigade de proximité de Villerest|VILLEREST|+33 4 77 68 16 44|+33 4 77 68 66 92|42300|650 Rue de Montagny 42300 VILLEREST|780514|6543772
Brigade de proximité de Charlieu|CHARLIEU|+33 4 77 60 04 44|+33 4 77 69 32 96|42190|Rue Chantemerle 42190 CHARLIEU|790920|6563058
Brigade de proximité de Belmont-de-la-Loire|BELMONT DE LA LOIRE|+33 4 77 63 60 24||42670|8 Route de Chaufailles 42670 BELMONT DE LA LOIRE|803928|6564059
Brigade de proximité de Balbigny|BALBIGNY|+33 4 77 28 10 36||42510|33 Rue du Four-à-Chaux 42510 BALBIGNY|792719|6524969
Brigade de proximité de Roanne|ROANNE|+33 4 77 67 06 22|+33 4 77 68 86 62|42300|Caserne Combe 35 Rue Etienne Dolet 42300 ROANNE|783318|6550172
Brigade de proximité de Bourg-Argental|BOURG ARGENTAL|+33 4 77 39 60 20||42220|Boulevard Emile Girodet 42220 BOURG ARGENTAL|822093|6467429
Brigade de proximité de Saint-Jean-Soleymieux|ST JEAN SOLEYMIEUX|+33 4 77 76 71 88||42560|Le bourg 42560 ST JEAN SOLEYMIEUX|778850|6489770
Brigade de proximité de Saint-Georges-en-Couzan|ST GEORGES EN COUZAN|+33 4 77 24 85 44|+33 4 77 24 89 59|42990|Le bourg 42990 ST GEORGES EN COUZAN|772282|6512875
Brigade de proximité de Saint-Galmier|ST GALMIER|+33 4 77 54 01 21||42330|26 Route de Cuzieu 42330 ST GALMIER|802056|6500382
Brigade de proximité de Saint-Bonnet-le-Château|ST BONNET LE CHATEAU|+33 4 77 50 09 58|+33 4 77 50 54 97|42380|1 Boulevard du Haut-Forez 42380 ST BONNET LE CHATEAU|783174|6481332
Brigade de proximité de Panissières|PANISSIERES|+33 4 77 28 77 55||42360|Route de Tarare 42360 PANISSIERES|804995|6522199
Brigade de proximité de Noirétable|NOIRETABLE|+33 4 77 24 77 11||42440|82 Rue de la République 42440 NOIRETABLE|759370|6524748
Brigade de proximité de Montrond-les-Bains|MONTROND LES BAINS|+33 4 77 54 41 35||42210|Boulevard du Château 42210 MONTROND LES BAINS|796188|6505473
Brigade de proximité de Feurs|FEURS|+33 4 77 27 07 80||42110|46 Rue de Verdun 42110 FEURS|795206|6516228
Brigade de proximité de Chazelles-sur-Lyon|CHAZELLES SUR LYON|+33 4 77 54 20 17|+33 4 77 54 98 35|42140|60 Rue de Saint-Galmier 42140 CHAZELLES SUR LYON|807185|6504874
Brigade de proximité de Boën-sur-Lignon|BOEN|+33 4 77 24 08 29||42130|Rue d'Alsace-Lorraine 42130 BOEN|778260|6516605
Brigade de proximité de Sorbiers|SORBIERS|+33 4 77 53 60 58||42290|41 Rue de l'Entente 42290 SORBIERS|812455|6489101
Brigade de proximité de Saint-Héand|ST HEAND|+33 4 77 30 42 05|+33 4 77 90 70 13|42570|10 Rue des Anciens Combattants 42570 ST HEAND|806939|6493024
Brigade de proximité de Saint-Genest-Malifaux|ST GENEST MALIFAUX|+33 4 77 51 20 84||42660|Rue du Forez 42660 ST GENEST MALIFAUX|811275|6473000
Brigade de proximité de la Fouillouse|LA FOUILLOUSE|+33 4 77 30 10 08|+33 4 77 30 10 31|42480|7 Rue du Vernay 42480 LA FOUILLOUSE|803340|6489126
Brigade de proximité de Saint-Jean-de-Bournay|ST JEAN DE BOURNAY|+33 4 74 58 70 17|+33 4 74 59 76 58|38440|77 Route de Villeneuve de Marc 38440 ST JEAN DE BOURNAY|866547|6490561
Brigade de proximité d'Heyrieux|HEYRIEUX|+33 4 78 40 00 50||38540|93 Avenue du Général Leclerc 38540 HEYRIEUX|861310|6505373
Brigade de proximité de la Côte-Saint-André|LA COTE ST ANDRE|+33 4 74 20 30 17|+33 4 74 20 81 68|38260|145 Chemin du Pré-de-la-Chère 38260 LA COTE ST ANDRE|877798|6479380
Brigade de proximité de Beaurepaire|BEAUREPAIRE|+33 4 74 84 60 17|+33 4 74 79 18 37|38270|Chemin des Sauzays 38270 BEAUREPAIRE|860865|6472628
Brigade de proximité de Chasse-sur-Rhône|CHASSE SUR RHONE|+33 4 37 20 12 80||38670|447 Route de Vienne 38670 CHASSE SUR RHONE|841584|6498687
Brigade de proximité de Vienne-Sud|VIENNE|+33 4 74 53 10 17||38200|5 Rue de l'Isle 38200 VIENNE|844565|6490947
Brigade de proximité de Saint-Sauflieu|ST SAUFLIEU|+33 3 22 42 40 17|+33 3 22 42 40 19|80160|80 Route Nationale 80160 ST SAUFLIEU|646433|6965593
Brigade de proximité de Virieu|VIRIEU|+33 4 74 88 20 17|+33 4 74 97 98 33|38730|140 Rue du Vallon-de-Lamartine 38730 VIRIEU|893183|6490123
Brigade de proximité de Saint-Geoire-en-Valdaine|ST GEOIRE EN VALDAINE|+33 4 76 07 50 17|+33 4 76 07 65 98|38620|Les Rieux 38620 ST GEOIRE EN VALDAINE|905285|6486418
Brigade de proximité du Pont-de-Beauvoisin|LE PONT DE BEAUVOISIN|+33 4 76 37 00 17|+33 4 76 37 13 46|38480|40 Chemin de la Cornière 38480 LE PONT DE BEAUVOISIN|907225|6496747
Brigade de proximité de Morestel|MORESTEL|+33 4 74 80 00 17||38510|317 Avenue du Pré-du-Roi 38510 MORESTEL|892198|6511212
Brigade de proximité du Grand-Lemps|LE GRAND LEMPS|+33 4 76 55 90 17|+33 4 76 55 88 76|38690|65 Rue de la Plaine 38690 LE GRAND LEMPS|889455|6479967
Brigade de proximité des Avenières|LES AVENIERES|+33 4 74 33 60 17|+33 4 74 33 10 24|38630|1 Rue François Lamarie 38630 LES AVENIERES|900535|6507102
Brigade de proximité de Vinay|VINAY|+33 4 76 36 70 17|+33 4 76 36 95 68|38470|8 Rue de la Gendarmerie 38470 VINAY|888898|6459878
Brigade de proximité de Tullins|TULLINS|+33 4 76 07 00 17|+33 4 76 07 46 18|38210|8 Rue du 8 Mai 1945 38210 TULLINS|895510|6470581
Brigade de proximité de Saint-Gervais|ST GERVAIS|+33 4 76 64 78 17|+33 4 76 36 57 12|38470|140 Route du Port 38470 ST GERVAIS|895937|6455306
Brigade de proximité de Saint-Étienne-de-Saint-Geoirs|ST ETIENNE DE ST GEOIRS|+33 4 76 93 50 17|+33 4 76 93 45 83|38590|60 Route de Chartreuse 38590 ST ETIENNE DE ST GEOIRS|884314|6474685
Brigade de proximité de Roybon|ROYBON|+33 4 76 36 20 17|+33 4 76 36 30 63|38940|40 Impasse de la Sapinière 38940 ROYBON|876184|6464341
Brigade de proximité de Pont-en-Royans|PONT EN ROYANS|+33 4 76 36 00 17|+33 4 76 36 17 52|38680|Le Petit-Clos 38680 PONT EN ROYANS|883978|6443315
Brigade de proximité de Moirans|MOIRANS|+33 4 76 35 30 17|+33 4 76 91 36 06|38430|42 Rue Roger Dumarais 38430 MOIRANS|901213|6472370
Brigade de proximité de Saint-Marcellin|ST MARCELLIN|+33 4 76 38 00 17|+33 4 76 64 81 32|38160|9 Rue Carles 38160 ST MARCELLIN|881515|6452970
Brigade de proximité de Vizille|VIZILLE|+33 4 76 78 98 50|+33 4 76 78 71 77|38220|244 Avenue Pasteur 38220 VIZILLE|917736|6444896
Brigade de proximité de Valbonnais|VALBONNAIS|+33 4 76 30 20 17|+33 4 76 30 15 03|38740|56 Impasse des Allemans 38740 VALBONNAIS|929748|6426568
Brigade de proximité de Livet-et-Gavet|LIVET ET GAVET|+33 4 76 68 41 47||38220|Chemin de la Poyette 38220 LIVET ET GAVET|929578|6448955
Brigade de proximité de Monestier-de-Clermont|MONESTIER DE CLERMONT|+33 4 76 34 01 21|+33 4 76 34 29 68|38650|4 bis Grand' Rue 38650 MONESTIER DE CLERMONT|908076|6428493
Brigade de proximité de Mens|MENS|+33 4 76 34 65 43|+33 4 76 34 81 46|38710|Chemin des Philosophes 38710 MENS|917842|6416778
Brigade de proximité de Corps|CORPS|+33 4 76 30 00 17|+33 4 76 30 09 43|38970|Route du Sautet 38970 CORPS|932629|6417649
Brigade de proximité de Clelles|CLELLES|+33 4 76 34 40 22||38930|Les Hormes 38930 CLELLES|907596|6417148
Brigade de proximité de la Mure|LA MURE|+33 4 76 81 00 17|+33 4 76 81 54 66|38350|1 Rue du Pré des Moines 38350 LA MURE|920201|6426179
Brigade de proximité de Voiron|VOIRON|+33 4 76 05 01 83|+33 4 76 67 92 68|38500|2 Rue Danton 38500 VOIRON|902389|6477659
Brigade de proximité de Villard-Bonnot|VILLARD BONNOT|+33 4 76 71 42 18|+33 4 76 13 12 98|38190|2 Boulevard Jules Ferry 38190 VILLARD BONNOT|926663|6464137
Brigade de proximité du Touvet|LE TOUVET|+33 4 76 08 45 94|+33 4 76 92 34 94|38660|138 Rue de la Priola 38660 LE TOUVET|931187|6477495
Brigade de proximité de Pontcharra|PONTCHARRA|+33 4 76 97 60 74||38530|Caserne Bayard 463 Rue des Althaéas 38530 PONTCHARRA|935793|6486274
Brigade de proximité de Goncelin|GONCELIN|+33 4 76 71 70 16|+33 4 76 71 88 34|38570|Les Pautes 38570 GONCELIN|934028|6475186
Brigade de proximité d'Eybens|EYBENS|+33 4 76 25 43 93|+33 4 38 24 00 29|38320|1 Rue Charles Piot 38320 EYBENS|915919|6454319
Brigade de proximité de Domène|DOMENE|+33 4 76 77 24 46|+33 4 76 77 58 83|38420|33 Rue Jules Ferry 38420 DOMENE|922789|6460160
Brigade de proximité d'Allevard|ALLEVARD|+33 4 76 97 50 14|+33 4 76 45 95 53|38580|8 Boulevard Jules Ferry 38580 ALLEVARD|940376|6482044
Brigade de proximité de Grenoble|GRENOBLE|+33 4 76 20 37 00||38000|Quartier Gendarme Offner 21 Avenue Léon Blum 38000 GRENOBLE|913711|6455693
Brigade de proximité de Saint-Vallier|ST VALLIER|+33 4 75 23 08 23|+33 4 75 23 42 32|26240|30 Avenue Eugène Buissonnet 26240 ST VALLIER|842900|6454195
Brigade de proximité de Saint-Rambert-d'Albon|ST RAMBERT D ALBON|+33 4 75 31 00 25|+33 4 75 31 33 14|26140|08 Allée des Bleuets 26140 ST RAMBERT D ALBON|843414|6466829
Brigade de proximité de Saint-Donat-sur-l'Herbasse|ST DONAT SUR L HERBASSE|+33 4 75 45 11 13|+33 4 75 45 45 24|26260|1170 Avenue du Général de Gaulle 26260 ST DONAT SUR L HERBASSE|855726|6448754
Brigade de proximité de Moras-en-Valloire|MORAS EN VALLOIRE|+33 4 75 31 90 61|+33 4 75 31 95 13|26210|Le Village 26210 MORAS EN VALLOIRE|856879|6467210
Brigade de proximité du Grand-Serre|LE GRAND SERRE|+33 4 75 68 81 53|+33 4 75 68 56 25|26530|Rue des Vignes 26530 LE GRAND SERRE|864173|6465394
Brigade de proximité de Bourg-de-Péage|BOURG DE PEAGE|+33 4 75 70 03 37|+33 4 75 70 72 94|26300|68 Avenue du Général de Gaulle 26300 BOURG DE PEAGE|862242|6439320
Brigade de proximité de Romans-sur-Isère|ROMANS SUR ISERE|+33 4 75 02 03 92|+33 4 75 71 26 86|26100|2A Rue Théodore Monod 26100 ROMANS SUR ISERE|860909|6441977
Brigade de proximité de Rémuzat|REMUZAT|+33 4 75 27 85 44|+33 4 75 27 09 64|26510|Quartier Les Faysses 26510 REMUZAT|887639|6370106
Brigade de proximité de Montbrun-les-Bains|MONTBRUN LES BAINS|+33 4 75 28 80 98|+33 4 75 28 31 94|26570|la Condamine 26570 MONTBRUN LES BAINS|894325|6346654
Brigade de proximité de Buis-les-Baronnies|BUIS LES BARONNIES|+33 4 75 28 00 30|+33 4 75 28 28 78|26170|Rue du Temple 26170 BUIS LES BARONNIES|881538|6355465
Brigade de proximité de Saint-Paul-Trois-Châteaux|ST PAUL TROIS CHATEAUX|+33 4 75 04 70 67|+33 4 75 96 07 44|26130|1 Chemin de Châtillon 26130 ST PAUL TROIS CHATEAUX|841902|6363148
Brigade de proximité de Suze-la-Rousse|SUZE LA ROUSSE|+33 4 75 04 80 01|+33 4 75 97 21 74|26790|698 Avenue des Côtes-du-Rhône 26790 SUZE LA ROUSSE|847011|6356086
Brigade de proximité de Marsanne|MARSANNE|+33 4 75 90 30 10|+33 4 75 90 55 34|26740|215 Rue Jeanne d'Arc 26740 MARSANNE|849337|6395671
Brigade de proximité de Dieulefit|DIEULEFIT|+33 4 75 46 42 14|+33 4 75 90 64 90|26220|Quartier Maleval 26220 DIEULEFIT|863793|6383105
Brigade de proximité de la Bégude-de-Mazenc|LA BEGUDE DE MAZENC|+33 4 75 46 22 06|+33 4 75 91 82 48|26160|Route d'Aleyrac 26160 LA BEGUDE DE MAZENC|852869|6387148
Brigade de proximité de Montélimar|MONTELIMAR|+33 4 75 01 01 33|+33 4 75 98 03 64|26200|57 Chemin de Redondon 26200 MONTELIMAR|840786|6383637
Brigade de proximité de Saillans|SAILLANS|+33 4 75 21 53 22|+33 4 75 21 08 76|26340|145 Route Royale 26340 SAILLANS|872657|6401962
Brigade de proximité de la Motte-Chalancon|LA MOTTE CHALANCON|+33 4 75 27 20 34|+33 4 75 27 09 74|26470|Place des Ecoles 26470 LA MOTTE CHALANCON|889301|6379179
Brigade de proximité de Luc-en-Diois|LUC EN DIOIS|+33 4 75 21 32 02|+33 4 75 21 07 73|26310|Route de Châtillon-en-Diois 26310 LUC EN DIOIS|893503|6395338
Brigade de proximité de Châtillon-en-Diois|CHATILLON EN DIOIS|+33 4 75 21 10 10|+33 4 75 21 29 24|26410|La Chapelle 26410 CHATILLON EN DIOIS|897157|6403820
Brigade de proximité de Die|DIE|+33 4 75 22 04 66|+33 4 75 22 48 38|26150|23 Avenue Division du Texas 26150 DIE|888089|6408548
Brigade de proximité de Puy-Saint-Martin|PUY ST MARTIN|+33 4 75 90 12 62|+33 4 75 90 55 44|26450|Place du Champ-de-Mars 26450 PUY ST MARTIN|856662|6394045
Brigade de proximité de Loriol-sur-Drôme|LORIOL SUR DROME|+33 4 75 61 63 54|+33 4 75 61 82 82|26270|Rue de la Schwalm 26270 LORIOL SUR DROME|843915|6407450
Brigade de proximité de Livron-sur-Drôme|LIVRON SUR DROME|+33 4 75 61 77 55|+33 4 75 61 82 72|26250|Avenue des Cévennes 26250 LIVRON SUR DROME|845262|6409692
Brigade de proximité de Crest|CREST|+33 4 75 25 00 59|+33 4 75 25 72 39|26400|188 Avenue Jean Rabot 26400 CREST|860147|6404858
Brigade de proximité de Bourdeaux|BOURDEAUX|+33 4 75 53 33 67|+33 4 75 92 33 14|26460|Route de Crest 26460 BOURDEAUX|870507|6386593
Brigade de proximité de Portes-lès-Valence|PORTES LES VALENCE|+33 4 75 57 03 75|+33 4 75 57 53 58|26800|139 Rue Jean Jaurès 26800 PORTES LES VALENCE|848059|6420534
Brigade de proximité de Vernoux-en-Vivarais|VERNOUX EN VIVARAIS|+33 4 75 58 11 55|+33 4 75 58 37 64|07240|1 Avenue Mirabel-Chambaud 07240 VERNOUX EN VIVARAIS|830423|6423410
Brigade de proximité de Serrières|SERRIERES|+33 4 75 34 02 02|+33 4 75 69 10 61|07340|176 Avenue Isidore Cuminal 07340 SERRIERES|838978|6469413
Brigade de proximité de Satillieu|SATILLIEU|+33 4 75 34 96 31|+33 4 75 34 76 10|07290|Rue Jean Moulin 07290 SATILLIEU|826749|6451556
Brigade de proximité de Saint-Martin-de-Valamas|ST MARTIN DE VALAMAS|+33 4 75 30 40 07|+33 4 75 29 91 19|07310|Quartier Champchiroux 07310 ST MARTIN DE VALAMAS|807738|6427991
Brigade de proximité de Saint-Félicien|ST FELICIEN|+33 4 75 06 00 44||07410|Route de Colombier-le-Vieux 07410 ST FELICIEN|828333|6444338
Brigade de proximité de Saint-Agrève|ST AGREVE|+33 4 75 30 10 34|+33 4 75 30 56 24|07320|Les Allées 07320 ST AGREVE|810620|6435048
Brigade de proximité de Lamastre|LAMASTRE|+33 4 75 06 41 81|+33 4 75 06 99 74|07270|3 Avenue de Tournon 07270 LAMASTRE|825160|6433506
Brigade de proximité du Cheylard|LE CHEYLARD|+33 4 75 29 01 22|+33 4 75 29 91 19|07160|Route de L'Eyrieux 07160 LE CHEYLARD|812881|6424373
Brigade de proximité d'Annonay|ANNONAY|+33 4 75 33 50 42|+33 4 75 33 89 83|07100|64 Avenue de l'Europe 07100 ANNONAY|830847|6462116
Brigade de proximité d'Andance|ANDANCE|+33 4 75 34 21 44|+33 4 75 69 10 52|07340|1 Rue du Lieutenant-Colonel Michel Meyrand 07340 ANDANCE|841068|6461471
Brigade de proximité des Vans|LES VANS|+33 4 75 37 21 05|+33 4 75 88 83 19|07140|14 Chemin du Rousselet 07140 LES VANS|790543|6367960
Brigade de proximité de Vallon-Pont-d'Arc|VALLON PONT D ARC|+33 4 75 88 02 10|+33 4 75 88 83 87|07150|3 Place de l'Ancienne Gare 07150 VALLON PONT D ARC|810835|6368359
Brigade de proximité de Valgorge|VALGORGE|+33 4 75 88 98 08||07110|Le Mazel 07110 VALGORGE|788246|6389449
Brigade de proximité de Thueyts|THUEYTS|+33 4 75 36 40 80|+33 4 75 36 37 83|07330|370 Avenue des Platanes 07330 THUEYTS|796085|6397848
Brigade de proximité de Saint-Paul-le-Jeune|ST PAUL LE JEUNE|+33 4 75 39 80 01|+33 4 75 89 31 63|07460|Quartier Les Moulins 07460 ST PAUL LE JEUNE|792269|6359718
Brigade de proximité de Saint-Étienne-de-Lugdarès|ST ETIENNE DE LUGDARES|+33 4 66 46 60 31|+33 4 66 46 50 73|07590|Le village 07590 ST ETIENNE DE LUGDARES|777212|6394796
Brigade de proximité de Ruoms|RUOMS|+33 4 75 39 61 09|+33 4 75 89 31 33|07120|18 Avenue de la Gare 07120 RUOMS|806977|6373437
Brigade de proximité de Montpezat-sous-Bauzon|MONTPEZAT SOUS BAUZON|+33 4 75 94 40 10|+33 4 75 94 07 71|07560|Ville-Basse 07560 MONTPEZAT SOUS BAUZON|795876|6401386
Brigade de proximité de Lanarce|LANARCE|+33 4 66 69 46 01|+33 4 66 69 57 08|07660|Le village 07660 LANARCE|779406|6404365
Brigade de proximité de Joyeuse|JOYEUSE|+33 4 75 39 40 64||07260|Route Nationale 07260 JOYEUSE|797684|6376126
Brigade de proximité de Burzet|BURZET|+33 4 75 94 43 66|+33 4 75 94 36 99|07450|Rue du Parc 07450 BURZET|797736|6405975
Brigade de proximité du Béage|LE BEAGE|+33 4 75 38 81 79||07630|Le village 07630 LE BEAGE|789628|6417759
Brigade de proximité de Largentière|LARGENTIERE|+33 4 75 39 12 01|+33 4 75 89 93 86|07110|Les Vergnades 07110 LARGENTIERE|803157|6382574
Brigade de proximité de la Voulte-sur-Rhône|LA VOULTE SUR RHONE|+33 4 75 62 01 98|+33 4 75 62 83 85|07800|Quartier Ponson Rue Albert Camus 07800 LA VOULTE SUR RHONE|840969|6412817
Brigade de proximité de Viviers|VIVIERS|+33 4 75 52 60 06|+33 4 75 52 52 84|07220|3 Avenue de la Gare 07220 VIVIERS|834357|6376954
Brigade de proximité du Teil|LE TEIL|+33 4 75 49 00 10|+33 4 75 49 59 75|07400|Quartier Champeaux Route Nationale 102 07400 LE TEIL|832386|6384110
Brigade de proximité de Saint-Pierreville|ST PIERREVILLE|+33 4 75 66 60 07|+33 4 75 66 15 24|07190|Lieu-dit Sibleyras 07190 ST PIERREVILLE|818117|6414287
Brigade de proximité du Pouzin|LE POUZIN|+33 4 75 63 80 12|+33 4 75 63 78 50|07250|73 Rue Victor Hugo 07250 LE POUZIN|838281|6407254
Brigade de proximité des Ollières-sur-Eyrieux|LES OLLIERES SUR EYRIEUX|+33 4 75 66 20 35|+33 4 75 66 38 43|07360|Quartier La Plaine 07360 LES OLLIERES SUR EYRIEUX|828126|6413816
Brigade de proximité d'Aubenas|AUBENAS|+33 4 75 35 03 68|+33 4 75 89 30 23|07200|37 Route de Montélimar 07200 AUBENAS|811553|6391578
Brigade de proximité d'Antraigues-sur-Volane|ANTRAIGUES SUR VOLANE|+33 4 75 38 70 83||07530|Le village 07530 ANTRAIGUES SUR VOLANE|806619|6404786
Brigade de proximité de Privas|PRIVAS|+33 4 75 20 91 30|+33 4 75 20 91 36|07000|Caserne Rampon Place du Champ-de-Mars 07000 PRIVAS|826678|6405426
Brigade de proximité de Vonnas|VONNAS|+33 4 74 50 02 17|+33 4 74 50 26 41|01540|Rue Aimable Chaynes 01540 VONNAS|853469|6570727
Brigade de proximité de Villeneuve (01)|VILLENEUVE|+33 4 74 00 70 17|+33 4 74 08 17 85|01480|213 Route de Villars 01480 VILLENEUVE|842077|6548895
Brigade de proximité de Villars-les-Dombes|VILLARS LES DOMBES|+33 4 74 98 02 17||01330|1145 Avenue Charles de Gaulle 01330 VILLARS LES DOMBES|856963|6546176
Brigade de proximité de Thoissey|THOISSEY|+33 4 74 04 03 17||01140|2 Rue des Roses 01140 THOISSEY|839224|6565449
Brigade de proximité de Saint-Trivier-sur-Moignans|ST TRIVIER SUR MOIGNANS|+33 4 74 55 85 00|+33 4 74 55 99 71|01990|226 Route de Chaneins 01990 ST TRIVIER SUR MOIGNANS|846288|6554405
Brigade de proximité de Saint-André-de-Corcy|ST ANDRE DE CORCY|+33 4 72 26 10 06|+33 4 72 08 54 71|01390|5 Route de Monthieux 01390 ST ANDRE DE CORCY|851489|6538518
Brigade de proximité de Montmerle-sur-Saône|MONTMERLE SUR SAONE|+33 4 74 69 32 78|+33 4 74 06 26 93|01090|283 Rue des Grillons 01090 MONTMERLE SUR SAONE|836419|6555066
Brigade de proximité de Marlieux|MARLIEUX|+33 4 74 42 85 17|+33 4 74 42 89 14|01240|Route de Saint-Nizier 01240 MARLIEUX|860467|6552744
Brigade de proximité de Châtillon-sur-Chalaronne|CHATILLON SUR CHALARONNE|+33 4 74 55 00 17|+33 4 74 55 50 73|01400|Rue Pierre Marcault 01400 CHATILLON SUR CHALARONNE|850559|6559319
Brigade de proximité de Chalamont|CHALAMONT|+33 4 74 61 70 08|+33 4 74 46 98 44|01320|Rue de Bugey 01320 CHALAMONT|868419|6546236
Brigade de proximité de Trévoux|TREVOUX|+33 4 74 00 13 99|+33 4 74 08 73 52|01600|240 Rue des Frères Bacheville 01600 TREVOUX|838297|6538853
Brigade de proximité de Thoiry|THOIRY|+33 4 50 42 12 01|+33 4 50 42 26 24|01710|117 Rue des Chenaillettes 01710 THOIRY|928975|6574231
Brigade de proximité de Divonne-les-Bains|DIVONNE LES BAINS|+33 4 50 20 00 20|+33 4 50 20 37 77|01220|44 Avenue des Voirons 01220 DIVONNE LES BAINS|941189|6587940
Brigade de proximité de Collonges|COLLONGES|+33 4 50 59 63 03||01550|162 Rue de l'Eglise 01550 COLLONGES|924275|6564027
Brigade de proximité de Gex|GEX|+33 4 50 41 54 26|+33 4 50 41 60 61|01170|105 Rue de Domparon 01170 GEX|934875|6585611
Brigade de proximité d'Oyonnax|OYONNAX|+33 4 74 77 16 33|+33 4 74 81 69 93|01100|144 Rue Sainte-Geneviève 01100 OYONNAX|903503|6576084
Brigade de proximité d'Izernore|IZERNORE|+33 4 74 76 96 17||01580|Grande Rue 01580 IZERNORE|896873|6572101
Brigade de proximité de Poncin|PONCIN|+33 4 74 37 26 17||01450|Le Clos 01450 PONCIN|886061|6556588
Brigade de proximité de Brénod|BRENOD|+33 4 74 36 00 88||01110|Le village 01110 BRENOD|901848|6556827
Brigade de proximité de Nantua|NANTUA|+33 4 74 75 20 22||01130|10 Rue du Mont-Cornet 01130 NANTUA|902007|6563771
Brigade de proximité de Virieu-le-Grand|VIRIEU LE GRAND|+33 4 79 87 82 67||01510|Route de Lyon 01510 VIRIEU LE GRAND|905393|6530718
Brigade de proximité de Seyssel|SEYSSEL|+33 4 50 59 27 28||01420|Lotissement La Tour 01420 SEYSSEL|918851|6542859
Brigade de proximité de Saint-Rambert-en-Bugey|ST RAMBERT EN BUGEY|+33 4 74 36 30 12|+33 4 74 37 44 53|01230|12 Quai Lamartine 01230 ST RAMBERT EN BUGEY|889128|6541712
Brigade de proximité de Lhuis|LHUIS|+33 4 74 39 80 01|+33 4 74 39 89 13|01680|Route de Groslée 01680 LHUIS|897443|6518382
Brigade de proximité de Lagnieu|LAGNIEU|+33 4 74 35 90 22|+33 4 74 40 32 94|01150|719 Route du Port 01150 LAGNIEU|882004|6535549
Brigade de proximité d'Hauteville-Lompnes|HAUTEVILLE LOMPNES|+33 4 74 35 36 26||01110|HLM Les Cornelles 126 Rue du Pays-de-Gex 01110 HAUTEVILLE LOMPNES|901102|6545774
Brigade de proximité de Culoz|CULOZ|+33 4 79 87 00 11|+33 4 79 87 11 79|01350|Rue Claudius Richard 01350 CULOZ|916357|6531319
Brigade de proximité de Champagne-en-Valromey|CHAMPAGNE EN VALROMEY|+33 4 79 87 60 05|+33 4 79 87 58 24|01260|148 Route du Col de Richemont 01260 CHAMPAGNE EN VALROMEY|908623|6540384
