nom_contextuel_unite,localite_unite,num_tph_fixe_unite,num_fax_unite,adresse_code_postal,adresse_geographique_unite,lambert93_x,lambert93_y,latitude,longitude
Brigade de proximitÃ© de Seltz,SELTZ,+33 3 88 86 50 12,+33 3 88 05 56 65,67470,5 Rue de Hatten 67470 SELTZ,1073210,6878235,"8,093781","48,895745"
Brigade de proximitÃ© de Lembach,LEMBACH,+33 3 88 94 41 06,+33 3 88 05 70 65,67510,41 Route de Bitche 67510 LEMBACH,1049978,6889618,"7,786905","49,010967"
Brigade de proximitÃ© de Lauterbourg,LAUTERBOURG,+33 3 88 94 80 12,+33 3 88 05 07 25,67630,1C Rue Joseph HemmerlÃ© 67630 LAUTERBOURG,1079304,6887058,"8,184614","48,971354"
Brigade de proximitÃ© de VillÃ©,VILLE,+33 3 88 58 50 30,+33 3 88 58 50 35,67220,2 bis Rue du Haut Koenigsbourg 67220 VILLE,1019287,6813264,"7,311047","48,341227"
Brigade de proximitÃ© de Sundhouse,SUNDHOUSE,+33 3 88 85 20 01,+33 3 88 85 96 45,67920,3 Rue du CollÃ¨ge 67920 SUNDHOUSE,1041800,6804356,"7,607342","48,249773"
Brigade de proximitÃ© de Marckolsheim,MARCKOLSHEIM,+33 3 88 58 29 80,+33 3 88 58 29 85,67390,23 Rue du MarÃ©chal Foch 67390 MARCKOLSHEIM,1037644,6794580,"7,543870","48,164124"
Brigade de proximitÃ© de SÃ©lestat,SELESTAT,+33 3 88 58 45 50,+33 3 88 58 45 75,67600,Caserne Lieutenant Castaing 1 Rue de la Paix 67600 SELESTAT,1029961,6804995,"7,448584","48,261618"
Brigade de proximitÃ© de Truchtersheim,TRUCHTERSHEIM,+33 3 88 69 60 08,+33 3 90 29 60 45,67370,1 Rue de la Gendarmerie 67370 TRUCHTERSHEIM,1039223,6849393,"7,608071","48,655599"
Brigade de proximitÃ© de Hochfelden,HOCHFELDEN,+33 3 88 91 50 18,+33 3 88 89 07 65,67270,41 Route de Strasbourg 67270 HOCHFELDEN,1036312,6860301,"7,577196","48,755066"
Brigade de proximitÃ© de Sarre-Union,SARRE UNION,+33 3 88 00 10 20,+33 3 88 01 17 05,67260,6 Rue Vincent d'Indy 67260 SARRE UNION,999447,6878409,"7,089164","48,935857"
Brigade de proximitÃ© de la Petite-Pierre,LA PETITE PIERRE,+33 3 88 70 45 16,+33 3 88 01 47 75,67290,2 Rue du CimetiÃ¨re 67290 LA PETITE PIERRE,1016852,6871302,"7,321075","48,863704"
Brigade de proximitÃ© de Saverne,SAVERNE,+33 3 88 91 19 12,+33 3 88 02 80 95,67700,Caserne Moll 29A Rue Saint-Nicolas 67700 SAVERNE,1021260,6857281,"7,370494","48,735614"
Brigade de proximitÃ© de Drulingen,DRULINGEN,+33 3 88 00 62 00,+33 3 88 01 21 87,67320,Caserne Gendarme Wolfer 39 Rue de Phalsbourg 67320 DRULINGEN,1007944,6870757,"7,199429","48,863130"
Brigade de proximitÃ© d'Urmatt,URMATT,+33 3 88 97 40 10,,67280,18 Rue du Maire Touchemann 67280 URMATT,1019796,6833974,"7,333235","48,527012"
Brigade de proximitÃ© de Schirmeck,SCHIRMECK,+33 3 88 97 04 71,+33 3 88 47 45 65,67130,6 Rue de la ForÃªt 67130 SCHIRMECK,1011291,6828499,"7,214259","48,481971"
Brigade de proximitÃ© de Saales,SAALES,+33 3 88 97 71 82,+33 3 88 47 53 15,67420,20 bis Rue de l'Eglise 67420 SAALES,1004146,6813012,"7,106812","48,346220"
Brigade de proximitÃ© de Soufflenheim,SOUFFLENHEIM,+33 3 88 86 60 13,+33 3 88 05 74 35,67620,40 Rue de Betschdorf 67620 SOUFFLENHEIM,1064004,6870937,"7,962216","48,835514"
Brigade de proximitÃ© de Senones,SENONES,+33 3 29 57 91 17,+33 3 29 57 89 96,88210,11 Rue du Breuil 88210 SENONES,994176,6817886,"6,975731","48,394602"
Brigade de proximitÃ© de Raon-l'Ãtape,RAON L ETAPE,+33 3 29 41 40 17,+33 3 29 41 38 75,88110,4 Avenue du 21Ã¨me BCP 88110 RAON L ETAPE,984718,6818734,"6,848672","48,406436"
Brigade de proximitÃ© de ProvenchÃ¨res-sur-Fave,PROVENCHERES SUR FAVE,+33 3 29 51 20 17,+33 3 29 51 57 15,88490,2 bis Rue Haute 88490 PROVENCHERES SUR FAVE,1002467,6809026,"7,081402","48,311189"
Brigade de proximitÃ© de Fraize,FRAIZE,+33 3 29 50 31 17,+33 3 29 50 55 50,88230,6 Rue Nicolas Geliot 88230 FRAIZE,997131,6794798,"6,999807","48,185794"
Brigade de proximitÃ© de Corcieux,CORCIEUX,+33 3 29 50 66 17,+33 3 29 50 77 65,88430,2C Route de La HoussiÃ¨re 88430 CORCIEUX,988014,6793744,"6,876584","48,180412"
Brigade de proximitÃ© de Saint-DiÃ©-des-Vosges,ST DIE DES VOSGES,+33 3 29 56 21 31,+33 3 29 51 50 15,88100,26 Rue de Foucharupt 88100 ST DIE DES VOSGES,993075,6805017,"6,952179","48,279462"
Brigade de proximitÃ© du Val-d'Ajol,LE VAL D AJOL,+33 3 29 66 50 17,+33 3 29 66 61 78,88340,38 Rue du DÃ©vau 88340 LE VAL D AJOL,959747,6763728,"6,478852","47,922439"
Brigade de proximitÃ© de Vagney,VAGNEY,+33 3 29 61 73 17,+33 3 29 61 97 17,88120,5 Impasse du Centenaire 88120 VAGNEY,976845,6774299,"6,714177","48,010466"
Brigade de proximitÃ© du Thillot,LE THILLOT,+33 3 29 25 00 17,+33 3 29 25 75 85,88160,48 Rue du GÃ©nÃ©ral de Gaulle 88160 LE THILLOT,981563,6759768,"6,768083","47,877831"
Brigade de proximitÃ© de Saulxures-sur-Moselotte,SAULXURES SUR MOSELOTTE,+33 3 29 24 60 17,+33 3 29 24 59 85,88290,78 AllÃ©e de la Charme 88290 SAULXURES SUR MOSELOTTE,981918,6767901,"6,778030","47,950789"
Brigade de proximitÃ© de Rupt-sur-Moselle,RUPT SUR MOSELLE,+33 3 29 24 34 17,+33 3 29 24 59 95,88360,107 Rue d'Alsace 88360 RUPT SUR MOSELLE,973802,6763605,"6,666754","47,915612"
Brigade de proximitÃ© d'Ãloyes,ELOYES,+33 3 29 32 40 17,+33 3 29 32 85 93,88510,2 Rue de Verdun 88510 ELOYES,968370,6782637,"6,605741","48,088951"
Brigade de proximitÃ© de la Bresse,LA BRESSE,+33 3 29 25 40 17,+33 3 29 25 76 05,88250,54 Grande Rue 88250 LA BRESSE,988378,6773686,"6,868260","47,999975"
Brigade de proximitÃ© de Remiremont,REMIREMONT,+33 3 29 62 64 06,+33 3 29 62 64 16,88200,38 bis Faubourg du Val-d'Ajol 88200 REMIREMONT,967192,6773980,"6,584659","48,011612"
Brigade de proximitÃ© de Vittel,VITTEL,+33 3 29 08 15 17,+33 3 29 08 86 88,88800,351 Rue du Lieutenant Gauffre 88800 VITTEL,918480,6792555,"5,941084","48,196725"
Brigade de proximitÃ© de Mirecourt,MIRECOURT,+33 3 29 37 00 17,+33 3 29 37 81 05,88500,333 Avenue du MarÃ©chal de Lattre de Tassigny 88500 MIRECOURT,932110,6803654,"6,130299","48,291803"
Brigade de proximitÃ© de Lamarche,LAMARCHE,+33 3 29 09 50 17,+33 3 29 09 08 76,88320,1 Avenue des Tilleuls 88320 LAMARCHE,906898,6777774,"5,778306","48,067582"
Brigade de proximitÃ© de Coussey,COUSSEY,+33 3 29 06 94 17,+33 3 29 06 47 35,88630,21 Rue d'Alger 88630 COUSSEY,898901,6815239,"5,688124","48,406968"
Brigade de proximitÃ© de ChÃ¢tenois,CHATENOIS,+33 3 29 94 50 17,+33 3 29 94 79 56,88170,47 Rue de Lorraine 88170 CHATENOIS,910372,6803877,"5,837507","48,301197"
Brigade de proximitÃ© de BulgnÃ©ville,BULGNEVILLE,+33 3 29 09 11 17,+33 3 29 09 12 11,88140,940 Rue Sainte-Anne 88140 BULGNEVILLE,910790,6793130,"5,837933","48,204427"
Brigade de proximitÃ© de NeufchÃ¢teau,NEUFCHATEAU,+33 3 29 94 00 17,+33 3 29 94 98 75,88300,1271 Rue du Stand 88300 NEUFCHATEAU,900992,6809888,"5,713877","48,358211"
Brigade de proximitÃ© de Xertigny,XERTIGNY,+33 3 29 36 00 17,+33 3 29 39 89 87,88220,27 Rue de la VallÃ©e de l'AÃ®tre 88220 XERTIGNY,953136,6777127,"6,398138","48,045495"
Brigade de proximitÃ© de Thaon-les-Vosges,THAON LES VOSGES,+33 3 29 39 20 17,+33 3 29 39 62 36,88150,2 Rue Jean-Marie Compas 88150 THAON LES VOSGES,952712,6801158,"6,406361","48,261694"
Brigade de proximitÃ© de Monthureux-sur-SaÃ´ne,MONTHUREUX SUR SAONE,+33 3 29 09 00 17,+33 3 29 09 64 27,88410,271 Rue de la Croix-de-Mission 88410 MONTHUREUX SUR SAONE,921633,6774521,"5,974348","48,033499"
Brigade de proximitÃ© de Dompaire,DOMPAIRE,+33 3 29 36 51 17,+33 3 29 36 75 95,88270,10 Place du GÃ©nÃ©ral Leclerc 88270 DOMPAIRE,939620,6796043,"6,227277","48,220658"
Brigade de proximitÃ© de Darney,DARNEY,+33 3 29 09 30 17,+33 3 29 09 26 95,88260,8 Route de Vittel 88260 DARNEY,926561,6781325,"6,043936","48,092992"
Brigade de proximitÃ© de ChÃ¢tel-sur-Moselle,CHATEL SUR MOSELLE,+33 3 29 67 90 17,+33 3 29 67 50 37,88330,1 Rue Charles LefranÃ§ois 88330 CHATEL SUR MOSELLE,952170,6807618,"6,402814","48,319973"
Brigade de proximitÃ© de Bains-les-Bains,BAINS LES BAINS,+33 3 29 36 30 17,+33 3 29 36 75 25,88240,5 Avenue du Lieutenant-colonel Chavane 88240 BAINS LES BAINS,943198,6771674,"6,261861","48,000237"
Brigade de proximitÃ© de Varennes-en-Argonne,VARENNES EN ARGONNE,+33 3 29 80 71 03,,55270,Chemin de Boureuilles 55270 VARENNES EN ARGONNE,847710,6904380,"5,027563","49,222049"
Brigade de proximitÃ© de Souilly,SOUILLY,+33 3 29 80 50 02,+33 3 29 80 58 59,55220,54 Voie SacrÃ©e 55220 SOUILLY,867271,6883578,"5,287657","49,030285"
Brigade de proximitÃ© de Fresnes-en-WoÃ«vre,FRESNES EN WOEVRE,+33 3 29 87 31 15,+33 3 29 87 72 04,55160,10 Rue des Rocandolles 55160 FRESNES EN WOEVRE,892167,6891372,"5,631459","49,093359"
Brigade de proximitÃ© d'Ãtain,ETAIN,+33 3 29 87 01 11,,55400,3 Rue Justin Paul 55400 ETAIN,892281,6904841,"5,639181","49,214353"
Brigade de proximitÃ© de Clermont-en-Argonne,CLERMONT EN ARGONNE,+33 3 29 87 43 86,+33 3 29 87 44 44,55120,3 Boulevard du GÃ©nÃ©ral Laure 55120 CLERMONT EN ARGONNE,851816,6891430,"5,079219","49,104701"
Brigade de proximitÃ© de Verdun,VERDUN,+33 3 29 86 18 83,+33 3 29 86 68 79,55100,11 Place du Gouvernement 55100 VERDUN,873536,6898329,"5,379366","49,161191"
Brigade de proximitÃ© de Stenay,STENAY,+33 3 29 80 30 17,,55700,Avenue des Ardennes 55700 STENAY,858726,6935180,"5,190426","49,496160"
Brigade de proximitÃ© de Sivry-sur-Meuse,SIVRY SUR MEUSE,+33 3 29 85 81 04,,55110,109 Route Nationale 55110 SIVRY SUR MEUSE,864921,6915999,"5,268269","49,322253"
Brigade de proximitÃ© de Dun-sur-Meuse,DUN SUR MEUSE,+33 3 29 80 90 20,,55110,24 Rue du Faubourg Saint-Martin 55110 DUN SUR MEUSE,858931,6921974,"5,188204","49,377459"
Brigade de proximitÃ© de Damvillers,DAMVILLERS,+33 3 29 85 60 20,,55150,2 Rue de l'Isle-d'Envie 55150 DAMVILLERS,874281,6917995,"5,397760","49,337701"
Brigade de proximitÃ© de Bouligny,BOULIGNY,+33 3 29 85 46 44,,55240,28 Rue de la LibÃ©ration 55240 BOULIGNY,898517,6913620,"5,728870","49,291323"
Brigade de proximitÃ© de MontmÃ©dy,MONTMEDY,+33 3 29 80 10 27,+33 3 29 80 24 54,55600,11 bis Rue ChevÃ©e 55600 MONTMEDY,871374,6938472,"5,366229","49,522455"
Brigade de proximitÃ© de Void-Vacon,VOID VACON,+33 3 29 89 80 12,+33 3 29 89 97 82,55190,1 Chemin de Fauconpierre 55190 VOID VACON,893316,6846355,"5,626683","48,688406"
Brigade de proximitÃ© de Vigneulles-lÃ¨s-HattonchÃ¢tel,VIGNEULLES LES HATTONCHATEL,+33 3 29 89 31 08,+33 3 29 89 59 40,55210,1 Chemin Bon-PrÃ© 55210 VIGNEULLES LES HATTONCHATEL,896604,6877699,"5,685805","48,969141"
Brigade de proximitÃ© de Vaucouleurs,VAUCOULEURS,+33 3 29 89 42 29,,55140,34 Rue de la RÃ©publique 55140 VAUCOULEURS,896698,6836897,"5,668260","48,602360"
Brigade de proximitÃ© de Saint-Mihiel,ST MIHIEL,+33 3 29 89 00 41,+33 3 29 89 99 91,55300,15 bis Avenue de la 40Ã¨me Division 55300 ST MIHIEL,885655,6869401,"5,532702","48,897815"
Brigade de proximitÃ© de Lacroix-sur-Meuse,LACROIX SUR MEUSE,+33 3 29 90 10 70,+33 3 29 90 11 30,55300,2B Rue des Champs La Boude 55300 LACROIX SUR MEUSE,885150,6878336,"5,529721","48,978267"
Brigade de proximitÃ© de Gondrecourt-le-ChÃ¢teau,GONDRECOURT LE CHATEAU,+33 3 29 89 65 22,+33 3 29 89 62 54,55130,15 Rue du Panorama 55130 GONDRECOURT LE CHATEAU,884901,6827057,"5,504110","48,517367"
Brigade de proximitÃ© de Seuil-d'Argonne,SEUIL D ARGONNE,+33 3 29 70 71 01,+33 3 29 70 77 31,55250,24 Rue du Pont-Etrier 55250 SEUIL D ARGONNE,849464,6877559,"5,042109","48,980572"
Brigade de proximitÃ© de Revigny-sur-Ornain,REVIGNY SUR ORNAIN,+33 3 29 75 63 97,,55800,Quartier AndrÃ© Maginot 13 bis Avenue du GÃ©nÃ©ral Sarrail 55800 REVIGNY SUR ORNAIN,846017,6859570,"4,988844","48,819643"
Brigade de proximitÃ© de Montiers-sur-Saulx,MONTIERS SUR SAULX,+33 3 29 75 91 04,,55290,2 Chemin de la Forge 55290 MONTIERS SUR SAULX,867591,6828934,"5,270548","48,538952"
Brigade de proximitÃ© de Ligny-en-Barrois,LIGNY EN BARROIS,+33 3 29 78 00 44,,55500,11 Rue des Prairies 55500 LIGNY EN BARROIS,870770,6846011,"5,320390","48,691664"
Brigade de proximitÃ© d'Ancerville,ANCERVILLE,+33 3 29 75 30 04,,55170,89 Rue de Saint-Dizier 55170 ANCERVILLE,848546,6839418,"5,016269","48,637873"
Brigade de proximitÃ© de Bar-le-Duc,BAR LE DUC,+33 3 29 79 54 41,,55000,Quartier Moncey 27 Avenue du 94Ã¨me RI 55000 BAR LE DUC,859877,6853689,"5,175328","48,763483"
Brigade de proximitÃ© de Thiaucourt-RegniÃ©ville,THIAUCOURT REGNIEVILLE,+33 3 83 81 90 11,+33 3 83 80 44 91,54470,1 Rue du GÃ©nÃ©ral de Gaulle 54470 THIAUCOURT REGNIEVILLE,910286,6875978,"5,871701","48,949346"
Brigade de proximitÃ© de Liverdun,LIVERDUN,+33 3 83 24 53 12,+33 3 83 23 46 78,54460,45 Route de Saizerais 54460 LIVERDUN,924964,6855625,"6,061181","48,761479"
Brigade de proximitÃ© de Foug,FOUG,+33 3 83 62 70 21,+33 3 83 62 34 71,54570,Rue des Lutons 54570 FOUG,904981,6845915,"5,784843","48,680856"
Brigade de proximitÃ© de Colombey-les-Belles,COLOMBEY LES BELLES,+33 3 83 52 00 07,,54170,1 Route de FaviÃ¨res 54170 COLOMBEY LES BELLES,914152,6827775,"5,900281","48,514819"
Brigade de proximitÃ© de BernÃ©court,BERNECOURT,+33 3 83 23 10 10,,54470,5 Rue de Saint-Mihiel 54470 BERNECOURT,908710,6864182,"5,844397","48,843849"
Brigade de proximitÃ© de Toul,TOUL,+33 3 83 43 10 35,,54200,2 Avenue du PrÃ©sident Kennedy 54200 TOUL,913480,6847348,"5,900922","48,690985"
Brigade de proximitÃ© de GerbÃ©viller,GERBEVILLER,+33 3 83 42 70 01,+33 3 83 42 72 03,54830,1 Route de Remenoville 54830 GERBEVILLER,958879,6827167,"6,504931","48,493039"
Brigade de proximitÃ© de Cirey-sur-Vezouze,CIREY SUR VEZOUZE,+33 3 83 42 50 11,,54480,15 Rue Aristide Briand 54480 CIREY SUR VEZOUZE,990724,6838477,"6,943041","48,581162"
Brigade de proximitÃ© de BlÃ¢mont,BLAMONT,+33 3 83 42 30 23,,54450,3 Rue Victor Pierre 54450 BLAMONT,982930,6838716,"6,837658","48,586762"
Brigade de proximitÃ© de Blainville-sur-l'Eau,BLAINVILLE SUR L EAU,+33 3 83 75 70 15,+33 3 83 76 70 95,54360,19 Avenue Pierre SÃ©mard 54360 BLAINVILLE SUR L EAU,950809,6833840,"6,399697","48,556184"
Brigade de proximitÃ© de Bayon,BAYON,+33 3 83 72 50 31,,54290,11 Avenue de la Gare 54290 BAYON,945235,6824141,"6,318709","48,471145"
Brigade de proximitÃ© de Badonviller,BADONVILLER,+33 3 83 42 10 07,,54540,17 Avenue de la Division Leclerc 54540 BADONVILLER,986002,6829259,"6,872973","48,500444"
Brigade de proximitÃ© d'Arracourt,ARRACOURT,+33 3 83 71 70 65,+33 3 83 76 30 92,54370,94 Grande Rue 54370 ARRACOURT,958874,6851839,"6,519743","48,714750"
Brigade de proximitÃ© de LunÃ©ville,LUNEVILLE,+33 3 83 73 02 07,+33 3 83 76 85 43,54300,2 Avenue Caumont La Force 54300 LUNEVILLE,958771,6838247,"6,510135","48,592656"
Brigade de proximitÃ© de Mercy-le-Bas,MERCY LE BAS,+33 3 82 89 64 87,+33 3 82 89 93 17,54960,5 Rue des Dahlias 54960 MERCY LE BAS,900533,6924909,"5,761986","49,392108"
Brigade de proximitÃ© de Longuyon,LONGUYON,+33 3 82 26 50 03,,54260,45 Rue de BeausÃ©jour 54260 LONGUYON,889499,6929197,"5,612079","49,434002"
Brigade de proximitÃ© d'Audun-le-Roman,AUDUN LE ROMAN,+33 3 82 21 60 24,+33 3 82 21 43 85,54560,5 Rue Ambroise Croizat 54560 AUDUN LE ROMAN,910132,6922906,"5,893069","49,371027"
Brigade de proximitÃ© de Trieux,TRIEUX,+33 3 82 20 40 02,+33 3 82 20 66 42,54750,3 Place Jean JaurÃ¨s 54750 TRIEUX,912994,6917854,"5,929857","49,324697"
Brigade de proximitÃ© de Piennes,PIENNES,+33 3 82 21 90 21,+33 3 82 21 43 58,54490,11 Rue Jean Moulin 54490 PIENNES,903108,6915459,"5,792821","49,306402"
Brigade de proximitÃ© de Mars-la-Tour,MARS LA TOUR,+33 3 82 33 92 44,+33 3 82 20 89 52,54800,5 Rue de la Gendarmerie 54800 MARS LA TOUR,910995,6892814,"5,889785","49,100399"
Brigade de proximitÃ© de Jarny,JARNY,+33 3 82 33 03 96,,54800,30 Avenue de la RÃ©publique 54800 JARNY,909890,6899291,"5,877896","49,158957"
Brigade de proximitÃ© de VÃ©zelise,VEZELISE,+33 3 83 26 90 13,,54330,5 Rue Beauregard 54330 VEZELISE,928595,6825498,"6,094482","48,489419"
Brigade de proximitÃ© de Pagny-sur-Moselle,PAGNY SUR MOSELLE,+33 3 83 81 71 04,,54530,2A Rue du GÃ©nÃ©ral ThiÃ©baut 54530 PAGNY SUR MOSELLE,920609,6879762,"6,014512","48,979891"
Brigade de proximitÃ© de Nomeny,NOMENY,+33 3 83 31 30 11,,54610,7 Rue de Lorraine 54610 NOMENY,936420,6869997,"6,224882","48,886531"
Brigade de proximitÃ© de Neuves-Maisons,NEUVES MAISONS,+33 3 83 47 80 00,+33 3 83 47 80 09,54230,58 Rue du Capitaine Caillon 54230 NEUVES MAISONS,928745,6839392,"6,103900","48,614254"
Brigade de proximitÃ© d'HarouÃ©,HAROUE,+33 3 83 52 40 13,,54740,Rue du MarÃ©chal de Beauvau 54740 HAROUE,935153,6823375,"6,182005","48,467992"
Brigade de proximitÃ© de Seichamps,SEICHAMPS,+33 3 83 20 05 92,+33 3 83 20 98 74,54280,2 Rue de la Grande Ozeraille 54280 SEICHAMPS,940185,6851530,"6,265768","48,719194"
Brigade de proximitÃ© de Dombasle-sur-Meurthe,DOMBASLE SUR MEURTHE,+33 3 83 48 20 47,+33 3 83 48 85 64,54110,100 Avenue du GÃ©nÃ©ral Leclerc 54110 DOMBASLE SUR MEURTHE,946832,6840982,"6,349958","48,621898"
Brigade de proximitÃ© de Dieulouard,DIEULOUARD,+33 3 83 23 58 05,,54380,52 Avenue Charles Roth 54380 DIEULOUARD,925234,6863345,"6,068932","48,830763"
Brigade de proximitÃ© de Champenoux,CHAMPENOUX,+33 3 83 31 61 02,+33 3 83 31 78 74,54280,8 Avenue du Grand-CouronnÃ© 54280 CHAMPENOUX,945608,6854110,"6,340900","48,740339"
Brigade de proximitÃ© d'Ottange,OTTANGE,+33 3 82 50 53 67,,57840,17 Rue de la Digue 57840 OTTANGE,918993,6930878,"6,019145","49,439650"
Brigade de proximitÃ© de Metzervisse,METZERVISSE,+33 3 82 56 80 70,,57940,Rue des Romains 57940 METZERVISSE,938644,6917509,"6,282107","49,312531"
Brigade de proximitÃ© de GuÃ©nange,GUENANGE,+33 3 82 82 64 27,,57310,2 Impasse Jacqueline Auriol 57310 GUENANGE,933332,6915366,"6,207934","49,295245"
Brigade de proximitÃ© de Fontoy,FONTOY,+33 3 82 84 84 84,+33 3 82 86 67 52,57650,9 Rue de la Scierie 57650 FONTOY,916852,6921536,"5,984790","49,356473"
Brigade de proximitÃ© d'Aumetz,AUMETZ,+33 3 82 59 61 50,+33 3 82 59 61 53,57710,2 Rue Joliot-Curie 57710 AUMETZ,913455,6928633,"5,941714","49,421365"
Brigade de proximitÃ© de Volmunster,VOLMUNSTER,+33 3 87 96 72 51,,57720,53 Rue de Sarreguemines 57720 VOLMUNSTER,1017227,6899543,"7,347361","49,117082"
Brigade de proximitÃ© de Rohrbach-lÃ¨s-Bitche,ROHRBACH LES BITCHE,+33 3 87 09 70 11,+33 3 87 28 85 08,57410,Rue Sainte-GeneviÃ¨ve 57410 ROHRBACH LES BITCHE,1012689,6891464,"7,279300","49,046777"
Brigade de proximitÃ© de Lemberg,LEMBERG,+33 3 87 06 49 29,+33 3 87 06 11 97,57620,3 Rue de Mouterhouse 57620 LEMBERG,1020605,6886670,"7,383776","48,999833"
Brigade de proximitÃ© de Grosbliederstroff,GROSBLIEDERSTROFF,+33 3 87 27 23 20,,57520,16 Rue de Rouhling 57520 GROSBLIEDERSTROFF,993250,6901933,"7,021031","49,149958"
Brigade de proximitÃ© de Bitche,BITCHE,+33 3 87 96 21 22,+33 3 87 06 63 35,57230,4 Quai Branly 57230 BITCHE,1024008,6892561,"7,434728","49,051013"
Brigade de proximitÃ© de Sarreguemines,SARREGUEMINES,+33 3 87 95 22 88,+33 3 87 95 89 65,57200,50 Rue du Champ de Mars 57200 SARREGUEMINES,997987,6897968,"7,083061","49,112171"
Brigade de proximitÃ© de Phalsbourg,PHALSBOURG,+33 3 87 24 10 08,+33 3 87 24 45 58,57370,8 Rue des Glacis 57370 PHALSBOURG,1012536,6860127,"7,254127","48,765456"
Brigade de proximitÃ© de Moussey,MOUSSEY,+33 3 87 24 60 12,,57770,51 Rue de la Gare 57770 MOUSSEY,979095,6849084,"6,792470","48,681579"
Brigade de proximitÃ© de Lorquin,LORQUIN,+33 3 87 24 80 03,+33 3 87 24 96 35,57790,89 Rue du GÃ©nÃ©ral Leclerc 57790 LORQUIN,994203,6848516,"6,997032","48,669776"
Brigade de proximitÃ© de FÃ©nÃ©trange,FENETRANGE,+33 3 87 07 60 08,,57930,31 Rue du MarÃ©chal Leclerc 57930 FENETRANGE,994968,6867797,"7,020734","48,842617"
Brigade de proximitÃ© de Dabo,DABO,+33 3 87 07 40 06,,57850,39 Rue de la Fontaine 57850 DABO,1011905,6847952,"7,236672","48,656412"
Brigade de proximitÃ© de Sarrebourg,SARREBOURG,+33 3 87 03 10 72,+33 3 87 25 89 55,57400,19 Rue du Lieutenant Bildstein 57400 SARREBOURG,997581,6855896,"7,047981","48,734522"
Brigade de proximitÃ© de Sarralbe,SARRALBE,+33 3 87 97 80 19,+33 3 87 97 97 08,57430,11 Rue de Strasbourg 57430 SARRALBE,994664,6884912,"7,028490","48,996466"
Brigade de proximitÃ© de Puttelange-aux-Lacs,PUTTELANGE AUX LACS,+33 3 87 09 60 09,,57510,29 Rue des Tuilleries 57510 PUTTELANGE AUX LACS,986532,6890865,"6,921537","49,053606"
Brigade de proximitÃ© de Morhange,MORHANGE,+33 3 87 86 18 44,+33 3 87 05 62 57,57340,11 Rue Albert Schweitzer 57340 MORHANGE,967069,6875543,"6,645880","48,924370"
Brigade de proximitÃ© de Grostenquin,GROSTENQUIN,+33 3 87 01 70 04,+33 3 87 05 64 12,57660,12 Rue des Ãglantiers 57660 GROSTENQUIN,974219,6882003,"6,747526","48,979389"
Brigade de proximitÃ© de Vic-sur-Seille,VIC SUR SEILLE,+33 3 87 01 10 08,,57630,4 Rue Pierre Saffroy 57630 VIC SUR SEILLE,959621,6858937,"6,534203","48,778227"
Brigade de proximitÃ© de Dieuze,DIEUZE,+33 3 87 86 05 78,+33 3 87 05 63 12,57260,2 Rue du 125Ã¨me Escadron du Train 57260 DIEUZE,973455,6863204,"6,724990","48,810845"
Brigade de proximitÃ© de Delme,DELME,+33 3 87 01 30 20,+33 3 87 05 62 32,57590,4 Rue Maurice Vautrin 57590 DELME,948233,6871116,"6,386478","48,892139"
Brigade de proximitÃ© d'Albestroff,ALBESTROFF,+33 3 87 01 60 61,+33 3 87 05 64 22,57670,5 Rue du Stade 57670 ALBESTROFF,981850,6877499,"6,848652","48,935634"
Brigade de proximitÃ© de ChÃ¢teau-Salins,CHATEAU SALINS,+33 3 87 05 10 29,,57170,4 Rue de Metz 57170 CHATEAU SALINS,957649,6863730,"6,510292","48,822081"
Brigade de proximitÃ© de Bouzonville,BOUZONVILLE,+33 3 87 78 23 52,,57320,7 Rue de la Petite-Suisse 57320 BOUZONVILLE,957343,6915802,"6,537894","49,289944"
Brigade de proximitÃ© de Boulay-Moselle,BOULAY MOSELLE,+33 3 87 79 11 11,+33 3 87 79 42 26,57220,2 Rue Sainte-Croix 57220 BOULAY MOSELLE,955042,6903455,"6,498786","49,179977"
Brigade de proximitÃ© de Vigy,VIGY,+33 3 87 77 91 02,,57640,39 Rue du Val de Metz 57640 VIGY,939676,6905522,"6,289420","49,204479"
Brigade de proximitÃ© de Verny,VERNY,+33 3 87 52 70 78,,57420,13 Rue Nationale 57420 VERNY,934517,6883397,"6,206371","49,007626"
Brigade de proximitÃ© de RÃ©milly,REMILLY,+33 3 87 64 61 00,+33 3 87 64 87 31,57580,2 Rue des ChÃªnes 57580 REMILLY,947446,6884580,"6,383621","49,013405"
Brigade de proximitÃ© de Courcelles-Chaussy,COURCELLES CHAUSSY,+33 3 87 64 00 16,,57530,31 Avenue de la LibÃ©ration 57530 COURCELLES CHAUSSY,948096,6895249,"6,398774","49,108996"
Brigade de proximitÃ© de Tence,TENCE,+33 4 71 59 81 16,+33 4 71 59 86 16,43190,Lieu-dit Leygat 43190 TENCE,802121,6446357,"4,298545","45,108931"
Brigade de proximitÃ© de Sainte-SigolÃ¨ne,STE SIGOLENE,+33 4 71 66 61 58,+33 4 71 66 16 41,43600,Avenue de MarinÃ©o 43600 STE SIGOLENE,796972,6460965,"4,235990","45,241190"
